지점명,일시,평균기온(°C),평균최저기온(°C),평균최고기온(°C)
고창,2016,14,9.7,19.1
순천,2016,13.9,9,19.7
진도(첨찰산),2016,12.4,9.3,17
홍성,2016,13.2,8.1,18.7
제주,2016,17,14.4,20.2
고산,2016,16.2,13.8,19.2
성산,2016,16.3,13.1,19.8
서귀포,2016,17,14.3,20.1
진주,2016,13.8,8.6,19.9
강화,2016,12.1,7.4,17.2
양평,2016,12.9,7.9,18.8
이천,2016,12.7,7.2,19
인제,2016,11.2,6,17.4
홍천,2016,12.3,6.9,18.9
태백,2016,9.8,4.8,15.3
정선군,2016,11.5,6.5,17.9
제천,2016,11.3,5.4,17.8
보은,2016,12.3,6.7,18.8
천안,2016,12.7,7.4,18.6
보령,2016,13.6,9.5,18.3
부여,2016,13.3,8.2,19.4
금산,2016,12.7,7.3,19
부안,2016,13.8,9.5,19
임실,2016,12.5,7,19.1
정읍,2016,14.3,9.7,19.7
남원,2016,13.5,8.5,19.3
장수,2016,11.7,6.1,18
고창군,2016,14.3,9.7,19.8
영광군,2016,13.7,9.2,18.8
김해시,2016,15.4,11.4,20.6
순창군,2016,12.7,7.5,18.7
북창원,2016,14.9,10.7,19.9
양산시,2016,15.3,10.8,20.7
보성군,2016,14.7,10.1,19.7
강진군,2016,14.4,10,19.6
장흥,2016,14.3,9.5,19.5
해남,2016,14,9.1,19.4
고흥,2016,14.2,9.6,19.3
의령군,2016,13.3,7.9,19.9
함양군,2016,13.6,8.1,20
광양시,2016,15.4,11.5,20.1
진도군,2016,14.5,10.4,18.7
봉화,2016,10.8,4.8,17.6
영주,2016,12.3,6.8,18.2
문경,2016,12.3,7.3,18
청송군,2016,11.8,6,18.6
영덕,2016,13.8,9.2,19.1
의성,2016,12.7,6.5,20
구미,2016,14.2,9.4,19.5
영천,2016,13.9,8.5,19.9
경주시,2016,14,8.9,19.9
거창,2016,12.7,7.3,19.1
합천,2016,13.8,8.5,20.3
밀양,2016,14.7,9.5,20.8
산청,2016,13.8,9,19.6
거제,2016,15.6,11.7,20.1
남해,2016,15.1,11.1,20
속초,2017,13.1,8.9,17.4
북춘천,2017,11.3,5.3,18.1
철원,2017,10.5,4.5,16.8
동두천,2017,11.8,6.4,18.6
파주,2017,10.5,4.7,17.2
대관령,2017,7.3,2,12.5
춘천,2017,11.7,6.4,17.6
백령도,2017,11.8,9.3,15
북강릉,2017,13.1,8.8,17.3
강릉,2017,13.9,9.9,18.3
동해,2017,14.1,10.2,18
서울,2017,13,8.8,18.1
인천,2017,12.5,9.3,16.3
원주,2017,12.1,7.3,17.3
울릉도,2017,13.1,10.5,16.2
수원,2017,12.6,7.8,18.3
영월,2017,11.7,6.2,17.9
충주,2017,12,6.4,18.3
서산,2017,12.2,7.2,17.6
울진,2017,13.2,8.8,18
청주,2017,13.4,8.9,18.7
대전,2017,13.4,8.5,18.9
추풍령,2017,11.9,6.6,17.7
안동,2017,12.6,7,19
상주,2017,13.3,8.2,19.3
포항,2017,15,11.1,19.4
군산,2017,13.1,8.8,18.2
대구,2017,14.4,9.3,20.1
전주,2017,13.6,9.2,19
울산,2017,14.5,10.1,19.4
창원,2017,14.8,10.5,20
광주,2017,14.6,10.2,20.1
부산,2017,15.2,11.7,19.6
통영,2017,14.9,11.1,19.4
목포,2017,14.3,10.8,18.5
여수,2017,15,11.9,18.8
흑산도,2017,13.5,10.8,17.2
완도,2017,14.9,11,19.6
고창,2017,13.1,8.1,18.7
순천,2017,12.7,7.1,19.3
진도(첨찰산),2017,12.4,9,17.4
홍성,2017,12.6,7.3,18.1
제주,2017,16.8,14,20
고산,2017,16,13.4,19.1
성산,2017,15.9,12.3,19.8
서귀포,2017,17,14,20.3
진주,2017,13.5,7.5,20.3
강화,2017,11.5,6.6,16.5
양평,2017,12.2,6.8,18.1
이천,2017,11.7,5.9,18.2
인제,2017,10.5,5.2,16.8
홍천,2017,11.3,5.7,18
태백,2017,9,3.9,14.5
정선군,2017,10.8,5.5,17.3
제천,2017,10.5,4.3,17.2
보은,2017,11.5,5.5,18.4
천안,2017,11.8,6.1,18
보령,2017,12.8,8.5,17.5
부여,2017,12.5,7,18.9
금산,2017,11.8,6,18.5
부안,2017,13.2,8.6,18.7
임실,2017,11.6,5.6,18.6
정읍,2017,13.1,8.1,18.8
남원,2017,12.7,7.2,19.2
장수,2017,10.8,4.8,17.5
고창군,2017,13.5,8.3,19.4
영광군,2017,12.9,8,18.6
김해시,2017,14.6,10.1,20.2
순창군,2017,12.2,6.6,18.7
북창원,2017,14.7,10.1,20.3
양산시,2017,15.1,10.1,21
보성군,2017,14.1,8.8,19.9
강진군,2017,,8.8,19.7
장흥,2017,13.8,8.2,19.8
해남,2017,13.4,7.6,19.5
고흥,2017,13.7,8.4,19.5
의령군,2017,13.6,7.4,20.9
함양군,2017,12.8,6.6,20
광양시,2017,14.9,10.6,20.1
진도군,2017,14,9.4,18.7
봉화,2017,10.3,3.9,17.4
영주,2017,11.6,5.9,17.7
문경,2017,12.4,7,18.5
청송군,2017,11.2,5,18.5
영덕,2017,13.7,8.8,19.3
의성,2017,11.9,5,19.9
구미,2017,13.7,8.4,19.7
영천,2017,13.5,7.5,20.2
경주시,2017,13.7,7.9,20.3
거창,2017,12.2,6,19.3
합천,2017,13.5,7.2,20.7
밀양,2017,14.2,8.1,21.2
산청,2017,13.3,7.8,19.9
거제,2017,15.2,11,20.2
남해,2017,14.9,10.4,20.2
속초,2018,12.6,8.5,16.9
북춘천,2018,11.2,5.3,17.9
철원,2018,10.4,4.6,16.7
동두천,2018,11.7,6.4,18.4
파주,2018,10.5,4.9,17.1
대관령,2018,7.2,2,12.5
춘천,2018,11.6,6.4,17.6
백령도,2018,11,8.3,14.1
북강릉,2018,12.7,8.5,16.9
강릉,2018,13.7,9.8,18
동해,2018,13.2,9.4,17.1
서울,2018,12.9,8.8,17.9
인천,2018,12.5,9.2,16.3
원주,2018,12.4,7.7,17.7
울릉도,2018,13,10.5,16
수원,2018,12.7,7.9,18.5
영월,2018,11.5,6.1,18
충주,2018,12,6.4,18.4
서산,2018,12.2,7.4,17.6
울진,2018,13,8.6,17.8
청주,2018,13.5,9.1,18.7
대전,2018,13.5,8.8,19
추풍령,2018,11.9,6.5,17.5
안동,2018,12.7,7.3,18.9
상주,2018,13.1,8,19.1
포항,2018,14.8,11.1,19
군산,2018,13.2,9,18.1
대구,2018,14.1,9.2,19.6
전주,2018,13.9,9.5,19.3
울산,2018,14.3,10.2,19
창원,2018,14.2,10.1,19.1
광주,2018,14.6,10.3,20.1
부산,2018,15.1,11.8,19.2
통영,2018,14.8,11.2,19.2
목포,2018,14.4,11.1,18.4
여수,2018,14.9,12,18.4
흑산도,2018,13.8,11.4,17.2
완도,2018,14.8,11.1,19.2
고창,2018,13.3,8.5,18.8
순천,2018,12.7,7.3,18.8
진도(첨찰산),2018,12.2,9.1,17.1
홍성,2018,12.4,7.3,17.8
제주,2018,16.6,13.9,19.8
고산,2018,16.1,13.6,19.2
성산,2018,15.7,12.3,19.3
서귀포,2018,16.7,13.9,20
진주,2018,13.4,7.7,19.8
강화,2018,11.3,6.5,16.4
양평,2018,12.1,6.8,18.2
이천,2018,11.7,6,18.3
인제,2018,10.1,4.8,16.5
홍천,2018,11.2,5.6,18
태백,2018,9.3,4.2,14.8
정선군,2018,10.6,5.4,17.2
제천,2018,10.5,4.5,17.4
보은,2018,11.6,5.7,18.5
천안,2018,11.8,6.2,18
보령,2018,13,8.8,17.6
부여,2018,12.7,7.3,19.1
금산,2018,12,6.2,18.6
부안,2018,13.3,8.8,18.8
임실,2018,12,6,18.8
정읍,2018,13.1,8.4,18.7
남원,2018,13,7.7,19.2
장수,2018,11.1,5.2,17.7
고창군,2018,12.8,7.9,18.7
영광군,2018,13.1,8.4,18.7
김해시,2018,14.8,10.5,20.3
순창군,2018,12.8,7.4,19.2
북창원,2018,14.4,10,19.8
양산시,2018,14.8,10,20.5
보성군,2018,14.1,9.1,19.4
강진군,2018,14,9.3,19.5
장흥,2018,13.8,8.5,19.5
해남,2018,13.2,7.9,19
고흥,2018,13.6,8.5,19.1
의령군,2018,13.5,7.6,20.4
함양군,2018,12.7,6.7,19.6
광양시,2018,14.8,10.7,19.8
진도군,2018,14.1,9.8,18.5
봉화,2018,10.3,4,17.4
영주,2018,11.6,5.9,17.6
문경,2018,12.4,7,18.4
청송군,2018,11.2,5.3,18.1
영덕,2018,13.4,8.6,18.9
의성,2018,12.4,5.7,20.2
구미,2018,13.6,8.5,19.3
영천,2018,13.3,7.6,19.8
경주시,2018,13.5,8.1,19.7
거창,2018,12.3,6.2,19.1
합천,2018,13.3,7.3,20.3
밀양,2018,13.8,8.2,20.3
산청,2018,13.1,7.8,19.5
거제,2018,15,11,19.8
남해,2018,14.6,10.3,19.7
속초,2019,13.8,9.6,18
북춘천,2019,11.7,5.8,18.3
철원,2019,11.1,5,17.5
동두천,2019,12,6.6,18.4
파주,2019,11.3,5.5,17.7
대관령,2019,8.1,2.7,13.6
춘천,2019,12.3,7.1,18.3
백령도,2019,12,9.3,15.3
북강릉,2019,13.6,9.4,17.9
강릉,2019,14.7,10.7,19.4
동해,2019,13.4,9.6,17.4
서울,2019,13.5,9.3,18.5
인천,2019,13.2,9.9,17.1
원주,2019,13,8.1,18.3
울릉도,2019,13.7,11.1,16.8
수원,2019,13.2,8.2,18.8
영월,2019,12.1,6.6,18.7
충주,2019,12.3,6.7,18.6
서산,2019,12.7,7.6,18.3
울진,2019,13.9,9.6,18.7
청주,2019,14.2,9.7,19.3
대전,2019,14,9.2,19.5
추풍령,2019,12.4,7.1,17.9
안동,2019,12.9,7.4,18.9
상주,2019,13.4,8.3,19.2
포항,2019,15.5,11.8,19.8
군산,2019,13.5,9.3,18.4
대구,2019,14.8,9.9,20.3
전주,2019,14.2,9.7,19.5
울산,2019,14.9,10.7,19.7
창원,2019,14.6,10.5,19.7
광주,2019,14.7,10.5,20
부산,2019,15.7,12.5,19.8
통영,2019,15.3,11.6,19.8
목포,2019,14.3,11.1,18.2
여수,2019,15.4,12.5,19
흑산도,2019,14.1,11.7,17.4
완도,2019,15,11.3,19.5
고창,2019,13.4,8.6,18.9
순천,2019,13.1,7.9,19.3
홍성,2019,12.7,7.5,18.3
제주,2019,16.8,14.2,19.9
고산,2019,16.2,13.7,19.2
성산,2019,16.1,12.5,19.8
서귀포,2019,17.3,14.4,20.5
진주,2019,13.9,8.3,20.5
강화,2019,12.2,7.1,17.4
양평,2019,12.7,7.4,18.8
이천,2019,12.3,6.6,18.9
인제,2019,11.2,5.8,17.6
홍천,2019,12.1,6.6,19
태백,2019,9.9,4.8,15.6
정선군,2019,11.2,5.9,17.9
제천,2019,11.1,4.9,18.2
보은,2019,12.2,6.1,19
천안,2019,12,6.3,18.1
보령,2019,13.2,8.9,18.1
부여,2019,12.9,7.4,19.5
금산,2019,12.4,6.6,19.2
부안,2019,13.7,9.1,19.1
임실,2019,12.2,6.4,19.1
정읍,2019,13.3,8.5,18.8
남원,2019,13.3,8,19.6
장수,2019,11.4,5.6,18
고창군,2019,13.2,8.3,18.9
영광군,2019,13.3,8.6,18.6
김해시,2019,15.5,11.2,21.1
순창군,2019,13,7.6,19.5
북창원,2019,14.2,9.7,19.8
양산시,2019,15.4,10.6,21.3
보성군,2019,14.3,9.3,19.8
강진군,2019,14.3,9.4,19.8
장흥,2019,14.2,8.8,20
해남,2019,13.2,7.8,19.1
고흥,2019,13.9,8.7,19.4
의령군,2019,14,8.2,20.9
함양군,2019,13.2,7.3,20
광양시,2019,15.4,11.2,20.5
진도군,2019,14.2,9.8,18.6
봉화,2019,11,4.8,18.1
영주,2019,12.1,6.4,18.1
문경,2019,12.9,7.4,18.9
청송군,2019,11.7,5.8,18.5
영덕,2019,14.3,9.6,19.9
의성,2019,12.9,6.3,20.7
구미,2019,14.2,9.1,19.9
영천,2019,14.1,8.3,20.5
경주시,2019,14.1,8.7,20.5
거창,2019,12.7,6.7,19.6
합천,2019,13.8,8,20.9
밀양,2019,14.3,8.6,20.8
산청,2019,13.7,8.3,20.2
거제,2019,15.6,11.5,20.5
남해,2019,15.2,10.9,20.3
속초,2020,13.3,9.3,17.5
북춘천,2020,11.4,5.9,17.8
철원,2020,11,5.4,16.9
동두천,2020,11.8,6.8,18
파주,2020,11.2,5.8,17.3
대관령,2020,7.8,2.7,13.1
춘천,2020,12.2,7.1,18
백령도,2020,12.1,9.7,15
북강릉,2020,13.1,8.9,17.5
강릉,2020,14.3,10.4,18.6
동해,2020,12.9,9.3,16.9
서울,2020,13.2,9.4,17.9
인천,2020,12.8,9.8,16.3
원주,2020,12.8,8.2,17.9
울릉도,2020,13.4,11,16.5
수원,2020,12.9,8.5,18
영월,2020,11.9,6.7,18.4
충주,2020,12.1,6.8,18.1
서산,2020,12.6,8,18
울진,2020,13.4,9.1,18
청주,2020,13.9,9.7,18.9
대전,2020,13.7,9.2,19.2
추풍령,2020,12,7.1,17.4
안동,2020,12.6,7.3,18.6
상주,2020,13.1,8.2,18.8
포항,2020,15.1,11.4,19.4
군산,2020,13.4,9.4,18.2
대구,2020,14.5,9.8,20
전주,2020,14,9.7,19.2
울산,2020,14.6,10.6,19.3
창원,2020,14.4,10.5,19.3
광주,2020,14.5,10.5,19.6
부산,2020,15.2,11.9,19.4
통영,2020,15,11.5,19.3
목포,2020,14,11,17.5
여수,2020,15.1,12.2,18.6
흑산도,2020,14.1,11.8,17.4
완도,2020,14.9,11.3,19.1
고창,2020,13.3,8.9,18.6
순천,2020,13,8,18.9
홍성,2020,12.8,8,18
제주,2020,16.7,14,20
고산,2020,16,13.6,19
성산,2020,16,12.6,19.5
서귀포,2020,16.8,13.9,19.9
진주,2020,13.7,8.3,20
강화,2020,11.9,7.3,16.6
양평,2020,12.5,7.7,18.1
이천,2020,12.5,7.3,18.4
인제,2020,11.2,6.2,17.3
홍천,2020,11.6,6.3,18
태백,2020,9.6,4.9,15
정선군,2020,11,6,17.4
제천,2020,11,5.3,17.1
보은,2020,11.7,6.3,18
천안,2020,12.2,7,18
보령,2020,13.1,9.1,17.7
부여,2020,12.8,7.7,18.9
금산,2020,12.5,7.2,18.7
세종,2020,13.1,8.5,18.5
부안,2020,13.5,9.4,18.5
임실,2020,12,6.9,18
정읍,2020,13.2,8.8,18.5
남원,2020,13.1,8.1,19.1
장수,2020,11.2,6,17.3
고창군,2020,13.3,8.7,18.7
영광군,2020,13.3,9,18.4
김해시,2020,14.8,10.6,20.2
순창군,2020,13,8,18.9
북창원,2020,15.2,10.9,20.5
양산시,2020,15,10.4,20.7
보성군,2020,14.6,9.8,19.8
강진군,2020,14.2,9.6,19.5
장흥,2020,13.7,8.6,19.2
해남,2020,13.4,8.3,18.8
고흥,2020,13.6,8.7,19
의령군,2020,13.9,8.3,20.7
함양군,2020,13,7.5,19.7
광양시,2020,15,11,20
진도군,2020,14.2,10.1,18.5
봉화,2020,10.8,5.3,16.9
영주,2020,12,6.7,17.6
문경,2020,12.5,7.5,18
청송군,2020,11.5,5.7,18.5
영덕,2020,13.5,9.1,18.7
의성,2020,12.3,6.1,19.5
구미,2020,13.9,9,19.6
영천,2020,13.3,7.9,19.3
경주시,2020,13.9,8.7,19.9
거창,2020,12.5,6.8,19.1
합천,2020,13.5,8.1,20
밀양,2020,14.1,8.7,20.3
산청,2020,13.3,8.3,19.3
거제,2020,14.7,11.1,19.1
남해,2020,14.6,10.6,19.4
속초,2021,13.2,9.2,17.4
북춘천,2021,11.6,6.1,18
철원,2021,11.3,5.6,17.5
동두천,2021,12.1,6.9,18.4
파주,2021,11.5,6.1,17.9
대관령,2021,7.9,2.9,13.3
춘천,2021,12.4,7.3,18.4
백령도,2021,12.5,9.7,15.8
북강릉,2021,13.1,8.8,17.5
강릉,2021,14.6,10.5,19.2
동해,2021,13.5,9.7,17.6
서울,2021,13.7,9.6,18.5
인천,2021,13.4,10,17.1
원주,2021,13,8.2,18.2
울릉도,2021,13.5,11,16.7
수원,2021,13.4,8.7,18.6
영월,2021,12.1,6.9,18.5
충주,2021,12.4,7.1,18.4
서산,2021,13.2,8.4,18.8
울진,2021,13.5,9.1,18.1
청주,2021,14.4,9.9,19.3
대전,2021,14.3,9.5,19.7
추풍령,2021,12.3,7.2,17.7
안동,2021,12.7,7.5,18.7
상주,2021,13.2,8.2,19
포항,2021,15.2,11.5,19.2
군산,2021,13.9,9.8,18.9
대구,2021,14.6,9.8,20.2
전주,2021,14.6,10.1,19.9
울산,2021,14.9,10.8,19.6
창원,2021,14.9,10.8,19.9
광주,2021,15.1,10.8,20.3
부산,2021,15.7,12.4,19.9
통영,2021,15.6,11.9,20.1
목포,2021,15.1,11.8,18.9
여수,2021,15.7,12.7,19.2
흑산도,2021,15.3,12.8,18.7
완도,2021,15.6,11.9,19.9
고창,2021,14,9.2,19.6
순천,2021,13.5,8.2,19.8
홍성,2021,13.3,8.3,18.7
제주,2021,17.5,14.6,21
고산,2021,17,14.3,20.3
성산,2021,16.7,13.3,20.4
서귀포,2021,17.5,14.7,20.7
진주,2021,14.1,8.5,20.5
강화,2021,12.3,7.6,17.3
양평,2021,12.7,7.9,18.3
이천,2021,12.7,7.3,18.8
인제,2021,11.4,6.3,17.6
홍천,2021,11.8,6.5,18.2
태백,2021,9.5,4.8,14.9
정선군,2021,11.4,6.3,17.8
제천,2021,11.2,5.6,17.4
보은,2021,12.1,6.7,18.4
천안,2021,12.5,7.2,18.5
보령,2021,13.8,9.6,18.5
부여,2021,13.3,8.1,19.5
금산,2021,12.9,7.5,19.2
세종,2021,13.5,8.8,18.9
부안,2021,14,9.6,19.3
임실,2021,12.5,7.2,18.7
정읍,2021,13.8,9.1,19.2
남원,2021,13.4,8.3,19.6
장수,2021,11.6,6,17.9
고창군,2021,14,9.1,19.6
영광군,2021,14,9.4,19.4
김해시,2021,15.1,10.7,20.6
순창군,2021,13.6,8.4,19.8
북창원,2021,15.8,11.3,21.3
양산시,2021,15.4,10.7,21.1
보성군,2021,15,10,20.5
강진군,2021,14.8,10,20.5
장흥,2021,14.2,9,20
해남,2021,13.9,8.7,19.7
고흥,2021,14.3,9.4,19.9
의령군,2021,14.3,8.4,21.4
함양군,2021,13.3,7.7,20.1
광양시,2021,15.5,11.3,20.6
봉화,2021,10,4.6,16.1
영주,2021,12,6.6,17.8
문경,2021,12.5,7.5,18.2
청송군,2021,11.5,5.7,18.6
영덕,2021,13.5,8.9,18.7
의성,2021,12.4,6.3,19.7
구미,2021,13.9,8.9,20
영천,2021,13.3,7.9,19.4
경주시,2021,13.9,8.6,20
거창,2021,12.8,7,19.6
합천,2021,13.9,8.5,20.4
밀양,2021,14.5,9.1,21
산청,2021,13.6,8.3,19.9
거제,2021,15.2,11.3,19.5
남해,2021,15.1,11,19.9
속초,2022,12.9,8.8,17.1
북춘천,2022,11,5.2,17.5
철원,2022,10.5,4.7,16.7
동두천,2022,11.5,6.3,17.9
파주,2022,10.7,5,17.1
대관령,2022,7.6,2.2,13.2
춘천,2022,11.9,6.4,18.1
백령도,2022,11.8,9.1,14.8
북강릉,2022,13.1,8.9,17.5
강릉,2022,14.7,10.6,19.3
동해,2022,13.7,9.9,17.8
서울,2022,13.2,9.2,18
인천,2022,12.5,9.3,16.3
원주,2022,12.4,7.6,17.7
울릉도,2022,13.6,10.9,16.8
수원,2022,12.8,8.1,18
영월,2022,11.6,6.1,18.4
충주,2022,11.9,6.2,18.1
서산,2022,12.3,7.5,17.6
울진,2022,13.3,9,18.1
청주,2022,13.9,9.4,19
대전,2022,13.5,8.5,19.4
추풍령,2022,12,6.6,17.6
안동,2022,12.6,6.9,18.8
상주,2022,13.3,8,19.3
포항,2022,15.1,11.2,19.5
군산,2022,13.2,8.9,18.1
대구,2022,14.7,9.6,20.4
전주,2022,14,9.5,19.4
울산,2022,14.7,10.5,19.5
창원,2022,14.7,10.5,19.7
광주,2022,14.8,10.5,20.2
부산,2022,15.4,12,19.8
통영,2022,15.1,11.4,19.7
목포,2022,14.3,11.1,18.2
여수,2022,15.1,12.1,18.8
흑산도,2022,14,11.6,17.3
완도,2022,15.2,11.4,19.8
고창,2022,13.3,8.4,19
순천,2022,13.2,7.7,19.6
홍성,2022,12.7,7.5,18.2
제주,2022,17,14.1,20.5
고산,2022,16.4,13.9,19.4
성산,2022,16.1,12.8,19.7
서귀포,2022,17.2,14.4,20.4
진주,2022,13.8,8,20.4
강화,2022,11.5,6.8,16.4
양평,2022,12.2,7.3,17.9
이천,2022,12.2,6.6,18.4
인제,2022,10.9,5.5,17.3
홍천,2022,11.1,5.7,17.7
태백,2022,9.1,3.8,15
정선군,2022,10.9,5.4,17.5
제천,2022,10.5,4.5,17
보은,2022,11.6,6,17.9
천안,2022,12,6.4,18.1
보령,2022,13.1,8.8,17.9
부여,2022,12.8,7.3,19.1
금산,2022,12.2,6.4,18.7
세종,2022,13,8.1,18.7
부안,2022,13.5,9,18.8
임실,2022,12,6.4,18.5
정읍,2022,13.2,8.5,18.6
남원,2022,12.9,7.3,19.1
장수,2022,11,5.1,17.6
고창군,2022,13.3,8.3,19.1
영광군,2022,13.4,8.7,18.8
김해시,2022,14.9,10.5,20.4
순창군,2022,13.1,7.5,19.4
북창원,2022,15.4,11,20.7
양산시,2022,15.3,10.5,21.2
보성군,2022,14.6,9.6,20.2
강진군,2022,14.5,9.5,20.3
장흥,2022,13.9,8.4,19.8
해남,2022,13.5,8.3,19.2
고흥,2022,13.9,8.8,19.3
의령군,2022,13.9,7.6,21.2
함양군,2022,13.1,6.9,20.1
광양시,2022,15.2,10.9,20.6
진도군,2022,14,9.7,18.7
봉화,2022,10.8,4.9,17.3
영주,2022,11.8,6.1,17.7
문경,2022,12.5,7.1,18.3
청송군,2022,11.3,4.7,18.8
영덕,2022,13.4,8.7,18.9
의성,2022,12.2,5.6,19.7
구미,2022,13.9,8.6,20
영천,2022,13.2,7.5,19.5
경주시,2022,13.8,8.2,20.4
거창,2022,12.6,6.3,19.7
합천,2022,13.7,7.9,20.5
밀양,2022,14.6,8.9,21.1
산청,2022,13.4,7.8,19.9
거제,2022,14.8,10.9,19.2
남해,2022,14.7,10.6,19.6
속초,2023,13.6,9.5,17.8
북춘천,2023,11.9,6.4,18.2
철원,2023,11.5,5.9,17.5
동두천,2023,12.5,7.4,18.5
파주,2023,11.7,6.4,17.8
대관령,2023,8.5,3.2,14
춘천,2023,12.4,7,18.4
백령도,2023,12.5,9.9,15.6
북강릉,2023,13.9,9.8,18.2
강릉,2023,15.5,11.4,20
동해,2023,14.4,10.6,18.5
서울,2023,14.1,10,18.7
인천,2023,13.4,10.2,17.1
원주,2023,13.5,8.7,18.7
울릉도,2023,14.6,11.9,17.8
수원,2023,13.3,8.7,18.6
영월,2023,12.4,7,19
충주,2023,12.9,7.4,19
서산,2023,13.3,8.6,18.5
울진,2023,14.1,9.9,18.6
청주,2023,14.8,10.4,19.8
대전,2023,14,9.1,19.8
추풍령,2023,12.8,7.4,18.4
안동,2023,13.3,7.8,19.4
상주,2023,13.9,8.7,19.8
포항,2023,15.7,12,19.8
군산,2023,13.9,9.7,18.9
대구,2023,15.1,10.2,20.7
전주,2023,14.8,10.3,20.1
울산,2023,15,10.8,19.8
창원,2023,15.2,11,20.2
광주,2023,15.3,11,20.5
부산,2023,16,12.8,20.2
통영,2023,15.5,11.9,20.1
목포,2023,14.9,11.6,18.8
여수,2023,15.5,12.6,19.1
흑산도,2023,14.3,11.8,17.6
완도,2023,15.6,11.8,20.2
순천,2023,13.5,8.2,19.8
홍성,2023,13.7,8.7,19
서청주,2023,13.1,7.5,19.2
제주,2023,17.5,14.5,21
고산,2023,16.6,14.2,19.4
성산,2023,16.7,13.3,20.4
서귀포,2023,17.7,14.8,20.8
진주,2023,14.4,8.8,20.7
강화,2023,12.1,7.6,16.9
양평,2023,13.1,8.2,18.6
이천,2023,13.1,7.6,19.1
인제,2023,11.8,6.5,18.1
홍천,2023,12.1,6.9,18.5
태백,2023,10,4.6,15.8
정선군,2023,11.5,5.6,18.6
제천,2023,11.4,5.8,17.7
보은,2023,12.6,7.1,18.7
천안,2023,13,7.7,19
보령,2023,13.9,9.7,18.7
부여,2023,13.7,8.4,19.9
금산,2023,13,7.4,19.3
세종,2023,13.8,9,19.3
부안,2023,14.3,9.9,19.5
임실,2023,13.1,7.8,19.3
정읍,2023,14.2,9.5,19.6
남원,2023,13.8,8.6,19.9
장수,2023,12,6.3,18.3
고창군,2023,14.1,9.2,19.8
영광군,2023,14.1,9.5,19.4
김해시,2023,15.5,11.1,21.1
순창군,2023,13.8,8.5,19.9
북창원,2023,16.1,11.7,21.3
양산시,2023,16,11.2,21.7
보성군,2023,15,10,20.5
강진군,2023,15,10.1,20.6
장흥,2023,14.4,9,20.3
해남,2023,14.6,9.6,20.1
고흥,2023,14.5,9.6,20
의령군,2023,14.5,8.6,21.6
함양군,2023,13.8,7.9,20.6
광양시,2023,15.5,11.3,20.8
진도군,2023,14.6,10.1,19.3
봉화,2023,11.6,6.1,17.9
영주,2023,12.4,6.9,18.3
문경,2023,13.2,7.9,19
청송군,2023,12,5.8,19.5
영덕,2023,14.1,9.5,19.1
의성,2023,12.9,6.7,20.3
구미,2023,14.4,9.3,20.3
영천,2023,13.9,8.3,20
경주시,2023,14.5,8.9,20.9
거창,2023,12.9,7,19.9
합천,2023,14.4,8.8,20.9
밀양,2023,15,9.6,21.4
산청,2023,13.9,8.5,20.3
거제,2023,15.3,11.4,19.6
남해,2023,15.3,11.2,20
